nom,prenom,age,taille,poids,sexe,nationalité_francaise,revenu_estime_mois,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret,sport_licence_oui,niveau_etude_bac,niveau_etude_bac+2,niveau_etude_doctorat,niveau_etude_master,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_oui,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
Patel,Kathleen,-1.3969777844744535,-0.5891858685310255,-1.4375957058089015,H,oui,0.5023909747731172,1.5556141999972917,2021-06-21,-0.058968107416779394,38277.86419615981,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Doyle,Paul,1.3955321324216903,-0.908615295870568,0.8367450615450882,H,oui,-1.1190323259831927,-0.857748751171931,2022-06-28,-1.2715702906796995,500.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
Dawson,Scott,-1.456392889089265,-1.0184191615185354,-0.15827902417228165,H,non,-0.9833375188303458,1.1763714505278424,2021-03-29,-0.0032050573957912967,2395.4385667881565,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
Simmons,Jennifer,-0.921656947555961,-1.707188864219427,1.54747655134321,F,non,-0.14756122254497714,-1.685187477287093,2023-05-21,-0.058968107416779394,500.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Moore,Aaron,0.6825508770439513,-1.3677950976711613,0.6201411789399471,F,oui,-1.7473770699329993,-1.2025148870532485,2023-05-18,1.5261908046256485,3199.310907608612,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Andrews,Jillian,0.9796264001180092,-0.3595959676307274,0.10570695775273448,H,oui,1.290630873648253,-0.9611785919363263,2024-02-22,-0.058968107416779394,22486.123986927105,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Hill,Christian,-1.0999022614003957,-0.18989908435659594,-0.8554727713075825,H,oui,1.7642662514811196,-0.4785060017024817,2025-05-26,-0.0032050573957912967,29082.45170326341,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Adams,Tom,-0.7434116337115262,-0.09007738831298857,-1.8437279856935425,F,non,1.0909780045252744,0.004166588531362933,2023-05-13,-1.460105921360202,500.0,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
Reynolds,Christine,-0.50575121525228,1.3174085259018748,0.5592213369572505,F,non,0.2880450373597031,-0.3750761609380863,2022-05-27,-0.058968107416779394,500.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Morales,Julie,-1.6940533075485114,-0.010220031478101537,0.9315092601848382,H,non,0.5412843908360351,-0.3750761609380863,2022-04-29,1.5261908046256485,19354.689040026744,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Mcdonald,Shannon,1.3361170278068786,-0.908615295870568,0.9112026461906063,F,non,-0.8398640284649154,-0.06478663864490064,2024-12-12,-0.0032050573957912967,500.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Powell,Heather,-0.921656947555961,0.4289954311137715,-0.37488290677742375,H,oui,-0.4837731969555339,-1.3059447278176437,2025-02-05,1.5261908046256485,33448.00488309777,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Cisneros,Casey,-0.38692100602265683,-1.1681517055839465,0.640447792934179,H,oui,1.2707520165494282,-1.5128044093464343,2022-06-29,-0.058968107416779394,16257.947402038808,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
Jones,Crystal,1.573777446266125,1.2874620170887945,0.43061278166044714,H,oui,-1.0792746117855432,0.21102627006015365,2020-09-16,-0.058968107416779394,16669.916243296364,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Miller,Rachel,-1.2187324706300187,0.9680325897492491,1.1142687861329268,F,oui,0.9708405637975948,1.6245674271735553,2023-12-16,1.5261908046256485,3212.0712674130014,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Wright,Rachel,-0.50575121525228,1.1776581514408269,-0.16504789550369292,H,oui,1.15147887395648,-1.685187477287093,2020-01-21,-0.058968107416779394,29941.452177603147,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Wagner,Heather,-1.5158079937040767,1.0778364553972195,-2.094176224955738,F,oui,0.023569808131861537,-1.0646084327007215,2021-07-26,1.5261908046256485,19270.696548097803,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Lee,Suzanne,1.157871713962444,0.5587636359704594,0.010942759112985471,H,oui,1.0710991474264497,-1.4438511821701707,2023-03-11,-0.0032050573957912967,5867.287044229895,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
Vaughn,Amy,-1.0999022614003957,0.019726477334978974,0.8773582895335529,H,non,0.530912813219257,0.17654965647202187,2024-11-19,-0.0032050573957912967,500.0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mills,Daniel,0.9796264001180092,-1.058347839935979,-0.23950548014921005,F,oui,-0.2158407751887663,0.9005585418227886,2025-05-20,-0.058968107416779394,4071.252166028845,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Duran,Kimberly,0.3854753539698935,-0.22982776277403946,-0.3410385501203703,F,non,0.6112925397492873,-0.4785060017024817,2021-06-18,-1.2679054032750576,500.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
Roberts,Christina,-1.3375626798596418,1.0179434377710528,0.8773582895335529,F,oui,0.5516559684528132,0.831605314646525,2023-12-10,-0.0032050573957912967,8655.723626350307,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Schneider,Meagan,0.5637206678143283,0.9380860809361685,-0.4154961347658884,H,non,-1.6678616415377006,0.7971287010583932,2024-12-19,-0.058968107416779394,500.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
Bryant,Natasha,1.0984566093476322,0.02970864693934198,-1.532359904448651,H,non,-0.26164857632953625,1.003988382587184,2023-08-06,-0.058968107416779394,6917.19408936927,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
Sanford,Elizabeth,0.6825508770439513,-0.9585261438923717,1.2902594407496042,H,oui,-1.413757989926637,1.0384649961753156,2022-07-17,-0.058968107416779394,500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Herrera,Elizabeth,0.4448904585847051,1.976231719789686,-0.6524066313652619,F,oui,-0.4613014454525147,-0.23716970658555936,2022-07-02,-0.058968107416779394,10733.681672929755,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Lara,Kyle,-0.20867569217822213,0.23933420863091692,-0.8825482566332251,F,oui,0.9319471477346769,1.1418948369397106,2024-10-06,1.5261908046256485,16236.95900661788,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
Alvarado,Tina,1.0390415047328208,0.019726477334978974,-0.3410385501203703,F,oui,1.1212284392408773,-1.0990850462888533,2023-09-15,-1.4043336901989012,32060.90344736834,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Gibson,Troy,0.8607961908883861,0.6086744839922631,-0.9570058412787428,H,oui,1.244823072507483,0.9695117689990521,2022-07-15,1.5261908046256485,21275.117252567423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Johnson,Thomas,-0.8028267383263378,0.4988706183442955,0.5253769803001971,F,oui,0.4004037948747992,0.5213157923533394,2023-07-15,-1.3535705611996545,18833.236518612,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
Williams,Dana,0.3854753539698935,-0.9285796350792911,-0.6185622747082085,H,oui,1.867117729514169,1.2108480641159742,2023-03-06,-1.4024029666440334,28162.577196715654,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
Wilkins,Tyrone,0.14781493551064726,-0.12002389712606909,-0.23950548014921005,F,non,0.1549431246110508,0.6936988602939979,2023-09-22,1.5261908046256485,500.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
Thompson,James,1.6331925508809364,-0.9385618046836512,-0.34780742145178156,H,non,0.47819062700063497,-1.6162342501108293,2023-07-02,-1.3377696971644155,3674.596637735833,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Johnson,Dawn,-1.6346382029336997,-0.5193106813004986,0.5524524656258403,F,oui,1.4496617304388504,0.9005585418227886,2025-03-04,-1.3441610578977705,44128.74065902961,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
Harvey,Richard,0.6231357724291398,0.39904892230068817,0.593065693614304,H,non,-1.2573200275402339,1.5900908135854235,2020-10-11,-0.058968107416779394,500.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Byrd,Regina,-0.50575121525228,-0.23980993237839965,-0.8148595433191183,F,oui,-0.42413662565905985,-0.9956552055244581,2023-04-05,-0.058968107416779394,500.0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
Mccormick,John,-0.089845482948599,-0.8986331262662077,-0.4425716200915306,F,non,0.5144911486593583,0.6247456331177347,2024-08-02,-0.0032050573957912967,6603.535706612271,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
Edwards,Sheri,-0.8028267383263378,-0.5592393597179421,-0.4222650060972987,F,oui,-0.43450820327583795,1.7279972679379507,2022-08-09,-0.0032050573957912967,4652.518842300937,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
Jones,William,1.0984566093476322,0.3790845830919678,1.7708493052797636,F,non,1.3476745505405325,0.5557924059414711,2022-08-02,1.5261908046256485,500.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Jones,Kimberly,1.4549472370365018,-0.6390967165528292,-1.6338929744198112,F,oui,0.6787077942583449,1.693520654349819,2023-08-12,1.5261908046256485,5298.906752642442,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Johnson,Michael,-0.38692100602265683,1.0978007946059398,-0.07028369686394294,H,non,2.855010497512283,0.5902690195296029,2021-09-21,-0.058968107416779394,500.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Harper,Lauren,0.5043055631995167,1.5869271052196166,0.4847637523117334,F,non,-1.6782332191544787,-1.0301318191125897,2024-10-17,1.5261908046256485,500.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
Reese,Robert,0.8607961908883861,-1.6772423554063465,1.1548820141213907,F,oui,-1.7473770699329993,1.3487545184685015,2023-09-05,-1.4203596467996502,9475.221095705489,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Dodson,Julia,0.2666451447402704,0.15947685179602988,-0.5034914620742271,F,non,-0.1734901665869224,-0.1682164794092958,2024-06-01,-0.0032050573957912967,500.0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
Savage,Sarah,-0.8028267383263378,-0.04016654029118488,1.9603777025592624,H,oui,0.4911550990216076,-1.23699150064138,2021-07-31,1.5261908046256485,25318.321346095523,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Vazquez,Pamela,-0.9810720521707725,-0.060130879499905227,1.6896228493028351,F,non,-0.7586200038001536,-0.3061229337618229,2024-12-14,-1.4505537537562343,500.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Fowler,Sabrina,0.6825508770439513,-1.4376702849016882,-1.4308268344774906,H,oui,1.1575289608996007,0.03864320211949472,2024-04-03,-0.0032050573957912967,11085.79416369356,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
Porter,Christine,-0.8622418429411494,0.009744307730618804,-0.36811403544601345,F,oui,-0.5200737186142572,-1.685187477287093,2022-02-16,-1.3786129016921007,500.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Davis,Kari,-0.4463361106374684,-0.32964945881764685,-0.016132726212657652,F,oui,-0.12854666358088396,1.4521843592328967,2020-03-20,-1.3299707153171667,500.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Brown,David,-0.6245814244819031,-1.3777772672755244,-1.8843412136820068,F,oui,-0.16657578150907032,0.14207304288389008,2025-03-16,-1.407992236967895,10348.025824657658,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Nelson,Sarah,-0.2680907967930337,-0.7489005822007967,-1.0653077825813138,F,oui,-1.1415040774862117,-0.06478663864490064,2020-01-26,-0.0032050573957912967,14451.314157669694,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Brown,Emily,-0.030430378333787433,1.4072480523411222,0.3155419690264663,H,oui,-0.6765116810006603,-1.3748979549939073,2022-12-29,-0.0032050573957912967,500.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Hall,Ronnie,-1.6346382029336997,-0.698989734178993,1.6354718786515499,H,non,0.5827707013031475,0.03864320211949472,2020-06-02,1.5261908046256485,500.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Simpson,Miranda,-0.50575121525228,-1.0783121791447021,0.2275466417181266,H,oui,0.36151037881188136,0.9005585418227886,2020-10-09,1.5261908046256485,28058.797577534933,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Flores,Kyle,-1.5752230983188882,-0.45941766367433473,0.8232073188822676,F,non,1.149750277687017,0.7971287010583932,2021-04-19,1.5261908046256485,500.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Reyes,Joe,0.9796264001180092,-1.5374919809452956,-0.23273660881779976,F,non,-0.05853851466763176,1.6245674271735553,2022-11-14,-0.0032050573957912967,500.0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
Fox,Gary,-1.0999022614003957,-0.5292928509048616,-0.17858563816651446,F,non,0.2612517951830264,-0.5474592288787451,2024-05-06,-0.058968107416779394,3542.798050055929,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Marshall,Kelly,0.7419659816587629,0.3391559046745243,2.0551419011990113,H,non,-0.7024406250426055,-1.4438511821701707,2020-05-11,-0.058968107416779394,500.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Castaneda,Taylor,0.5043055631995167,-0.4693998332786949,0.6945987635854642,H,non,-0.22448375653608138,1.0384649961753156,2023-04-20,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Brown,Tim,-1.3969777844744535,-1.128223027166506,-0.5102603334056375,H,non,0.12987847870383706,-0.4440293881143499,2023-04-18,-0.058968107416779394,6092.632886191398,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Baker,Andrew,-1.3375626798596418,0.6985140104315103,-2.3378555928865223,F,non,-1.7326840016425635,-1.5128044093464343,2025-01-12,-0.0032050573957912967,500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Taylor,Jeremiah,0.4448904585847051,-2.346047718898515,2.258208041141332,F,non,-0.8778931463931018,1.1418948369397106,2023-08-14,1.5261908046256485,500.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
Campbell,Mark,1.4549472370365018,-0.8087935998269605,0.20724002772389474,F,non,-0.15274701135336619,-1.5817576365226977,2024-04-30,-0.0032050573957912967,500.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Martin,Amanda,-1.6940533075485114,-0.339631628422007,0.6742921495912324,H,non,1.2793949978967434,0.38340933800081217,2022-07-29,-0.058968107416779394,3867.6054529594185,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Kane,Marvin,0.6825508770439513,-0.0800952187086284,-0.5982556607139766,H,oui,-0.14323973187131958,0.0731198157076265,2023-01-14,-0.058968107416779394,4574.687759409776,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Serrano,Laura,-1.2187324706300187,2.355554164755392,-1.4985155477915975,H,oui,1.107399669085173,1.0729416097634474,2025-04-15,-1.4466035377474245,5447.512822257256,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Benjamin,Thomas,0.9796264001180092,-0.49934634209177825,0.4644571383175006,H,oui,-0.6211966003778437,-1.0646084327007215,2020-10-24,-0.058968107416779394,6632.956761864,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Barajas,Tracy,0.8013810862735745,0.34913807427888444,1.0871933008072838,H,oui,1.6156069723073,0.6936988602939979,2024-06-16,-1.4213361046894684,17139.720893178834,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mills,Kathleen,0.7419659816587629,1.477123239571649,0.6201411789399471,F,non,0.2344585530063496,-0.5474592288787451,2024-01-15,-0.058968107416779394,500.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Villegas,Jonathan,-1.2781475752448304,0.34913807427888444,-0.46287823408576295,F,oui,-0.800106314267266,0.659222246705866,2024-09-27,-0.0032050573957912967,870.584991213883,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Gomez,Julia,1.4549472370365018,-2.056564800372053,-0.043208211538300775,H,oui,0.7539017319799862,-0.8232721375837991,2020-10-16,-0.058968107416779394,28049.25108127501,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Morton,Rebecca,1.5143623416513132,0.6685675016184269,-1.3157560218435094,H,oui,-0.5114307372669422,-1.1335616598769849,2023-01-29,-0.0032050573957912967,20374.39103270054,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Cummings,Marcus,1.157871713962444,-0.9485439742880115,0.20724002772389474,F,oui,1.0719634455611813,-0.6164124560550086,2022-04-05,-0.0032050573957912967,14793.912515869875,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Williams,Daniel,-1.456392889089265,-1.0084369919141754,0.5727590796200721,H,non,-0.22621235280554441,-0.7543189104075356,2020-04-01,-0.058968107416779394,500.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
Taylor,Haley,0.0883998308958357,-0.3995246460481709,0.15308905707260947,H,oui,0.13765716191642066,0.7971287010583932,2021-04-29,1.5261908046256485,20519.04609579224,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Robinson,Jessica,1.3361170278068786,0.828282215288201,-0.3884206494402453,F,non,-1.7473770699329993,-1.5472810229345662,2023-05-24,-0.0032050573957912967,500.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Phillips,Richard,-0.921656947555961,1.3174085259018748,0.3155419690264663,H,non,-0.7058978175815316,-1.1680382734651167,2022-07-06,-0.0032050573957912967,500.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Carpenter,Dennis,0.8607961908883861,-0.4693998332786949,0.12601357174696634,F,oui,-1.4543800022590179,0.0731198157076265,2023-11-04,-0.058968107416779394,15165.16635192171,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Torres,Ryan,-0.2680907967930337,0.5986923143879029,0.3493863256835197,F,non,-0.1423754337365881,0.45236256517707574,2024-12-30,-0.058968107416779394,500.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Stephenson,Shannon,-0.9810720521707725,0.21936986942219372,-1.1600719812210634,H,non,-0.02223799300890841,0.7281754738821297,2022-05-09,1.5261908046256485,500.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
James,Robert,-1.3375626798596418,0.4090310919050483,1.6760851066400135,F,non,-0.3861075077308735,0.9350351554109204,2022-04-17,-0.0032050573957912967,500.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Rodriguez,Christopher,-1.0999022614003957,0.46892410953121216,-0.022901597544067953,H,non,-1.1743474066060091,-0.7198422968194039,2022-12-01,-0.0032050573957912967,500.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Thomas,Jennifer,0.14781493551064726,-0.31966728921328386,-0.00259498354983609,F,oui,1.3986681404896915,-1.3748979549939073,2024-05-09,-1.509645307679352,11417.12690625142,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
Campbell,Nathan,1.3361170278068786,0.22935203902655674,0.031249373107217333,F,non,-0.6090964264916027,0.21102627006015365,2024-10-27,-0.0032050573957912967,500.0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Watkins,Christina,-0.50575121525228,-0.16993474514787277,-2.0603318682986846,H,non,1.0105982779952443,0.8660819282346568,2022-02-05,1.5261908046256485,17172.086171351795,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Mcmahon,Margaret,-0.32750590140784525,-0.9585261438923717,-0.35457629278319186,H,non,1.0615918679444032,-0.8232721375837991,2023-10-03,-0.058968107416779394,500.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Young,Frank,-0.6839965290967147,0.07961949496114568,-1.464671191134544,F,oui,0.01665542305400947,1.2108480641159742,2020-03-16,-0.0032050573957912967,13760.457854977982,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
Wade,Jessica,0.9202112955031976,0.9181217417274454,0.3899995536719834,F,oui,0.4099110743568458,0.5557924059414711,2021-11-25,-0.0032050573957912967,6537.676855142859,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
Chandler,Judy,1.0390415047328208,0.9480682505405288,-0.381651778108835,F,oui,0.7106868252434108,-0.4095527745262181,2021-06-30,1.5261908046256485,12483.472051435909,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
Harrison,Jennifer,1.5143623416513132,0.1994055302134734,-1.688043945071097,F,oui,-0.2702915576768513,-0.5474592288787451,2021-11-06,-1.3761020099754255,3810.979568097087,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
Petty,Joel,-1.5752230983188882,1.167675981836464,1.1210376574643373,F,oui,-0.24176971923071156,1.5556141999972917,2022-12-15,-0.0032050573957912967,14911.12920217478,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
White,Danny,-0.38692100602265683,0.818300045683838,0.9382781315162485,H,non,-1.4638872817410644,-0.9267019783481945,2024-10-12,-0.058968107416779394,500.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Salinas,Kristina,1.3955321324216903,-1.3977416064842447,0.43061278166044714,F,oui,-0.585760376853852,0.417885951588944,2021-02-27,1.5261908046256485,2684.225223403396,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Taylor,David,-1.2187324706300187,0.4289954311137715,-1.234529565866581,F,non,0.6354928875217695,-0.8922253647600628,2025-01-31,-0.0032050573957912967,500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Davis,Tina,-1.6346382029336997,0.3092093958614409,-1.3834447351576162,F,oui,-0.791463332919951,0.24550288364828504,2022-10-26,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Hamilton,Jessica,-0.4463361106374684,-0.11004172752170892,-0.28688757946908505,F,oui,-0.14842552067970866,-1.0301318191125897,2020-09-28,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Wells,Mary,0.028984726281024133,-0.619132377344106,1.3917925107207645,H,oui,1.4971981278490833,-0.8232721375837991,2020-04-02,-1.4155154011644484,33124.20584400077,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
Lee,Mary,-1.040487156785584,1.4970875787803692,-1.8708034710191852,F,non,0.6968580550877066,1.5211375864091599,2021-03-12,-0.058968107416779394,500.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Potter,Mark,0.7419659816587629,0.3691024134876048,0.7487497342367495,H,non,-1.19768345624376,-0.7198422968194039,2022-10-23,1.5261908046256485,500.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Peterson,Maureen,-1.456392889089265,-0.13998823633479227,-0.15151015284087135,F,oui,-1.0663101397645707,1.2798012912922379,2023-07-10,-0.0032050573957912967,2338.112333817608,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
Smith,Donna,0.8013810862735745,1.3573372043193184,-1.1126898819011888,F,oui,0.39176081352748415,1.3487545184685015,2024-07-15,-0.058968107416779394,500.0,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
Allen,Melvin,0.3854753539698935,1.2674976778800713,0.06509372976427076,F,non,0.18951505000031116,-0.03031002505676885,2020-06-01,1.5261908046256485,500.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cochran,Corey,-0.7434116337115262,-0.8387401086400439,1.709929463297067,F,oui,-0.13113955798507848,-0.5129826152906135,2024-06-22,-1.3295332114574432,13022.596394805232,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hernandez,Ryan,1.0390415047328208,-0.3995246460481709,0.7419808629053393,H,oui,-0.6220608985125753,-0.23716970658555936,2020-08-02,-1.3075724198900072,500.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
King,Jill,-0.50575121525228,-1.6472958465932632,-1.1329964958954206,H,oui,0.4928836952910706,0.659222246705866,2022-03-30,-0.058968107416779394,30315.55775728683,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
Daniels,Anthony,0.3854753539698935,0.67854967122279,0.3764618110091619,H,non,-0.06718149601494684,-1.2025148870532485,2020-02-28,-1.403094095929684,500.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
Mendoza,Roberto,0.9796264001180092,-0.3795603068394505,-0.6794821166909045,F,oui,0.2431015343536647,1.2798012912922379,2023-07-25,-0.058968107416779394,26211.07905727228,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
Mathews,Megan,-0.8622418429411494,-1.0184191615185354,-0.8960859992960467,F,oui,-1.7473770699329993,0.03864320211949472,2023-09-20,-0.058968107416779394,10068.664617903576,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Cole,Sarah,-0.20867569217822213,0.3291737350701641,1.141344271458569,F,oui,0.944047321620918,0.5213157923533394,2020-08-25,-0.0032050573957912967,8715.565851233325,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
Johnson,Willie,-1.5752230983188882,1.0279256073754157,0.4576882669860903,F,oui,0.9060182036927317,0.03864320211949472,2023-07-30,-1.3920962633979335,500.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Payne,Philip,1.3361170278068786,0.5088527879486557,-0.0838214395267645,F,non,0.9258970607915563,-1.4783277957583025,2024-08-12,1.5261908046256485,500.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Blanchard,Nicole,0.8607961908883861,-1.3178842496493577,0.999197973498945,F,oui,-0.21238358264984028,0.03864320211949472,2022-04-16,-1.463989560694706,500.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Howard,Victoria,0.5043055631995167,0.29922722625708076,1.1345754001271589,H,oui,1.6588218790438756,0.8660819282346568,2024-05-02,1.5261908046256485,39496.12476379096,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Jones,Steven,1.157871713962444,-0.8786687870574874,0.8029007048880348,F,oui,-0.8727073575847127,1.1763714505278424,2020-08-19,1.5261908046256485,13154.028751388316,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
Perkins,Nicole,1.157871713962444,0.2692807174439974,0.8435139328764995,H,non,-0.5166165260753313,1.1418948369397106,2024-02-11,-0.058968107416779394,500.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Grimes,Denise,-1.3375626798596418,1.9363030413722424,-0.05674595420112138,F,oui,0.7055010364350217,-0.9956552055244581,2022-12-05,-0.058968107416779394,7561.916873700494,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Kennedy,Jason,0.8013810862735745,0.3391559046745243,0.044787115770038896,H,oui,-0.24263401736544307,-0.3405995473499545,2021-09-11,-0.058968107416779394,14843.576487645369,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Smith,Heather,-0.32750590140784525,-0.14997040593915242,0.051555987101449194,H,oui,1.6683291585259221,1.3487545184685015,2023-10-24,-1.3325355024368513,38910.598349831525,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
